Bandit,Reward,Algorithm
Bandit_4,4.372477373155057,EpsilonGreedy
Bandit_4,3.496181133633218,EpsilonGreedy
Bandit_4,2.662501369557904,EpsilonGreedy
Bandit_4,4.242901935200612,EpsilonGreedy
Bandit_4,4.250376716198364,EpsilonGreedy
Bandit_4,1.9456869834520203,EpsilonGreedy
Bandit_4,3.0426278333169945,EpsilonGreedy
Bandit_4,2.9531606064323377,EpsilonGreedy
Bandit_4,3.926135908302248,EpsilonGreedy
Bandit_4,5.840226000354488,EpsilonGreedy
Bandit_4,5.870212214551606,EpsilonGreedy
Bandit_4,5.091496104072812,EpsilonGreedy
Bandit_4,4.0897006985116215,EpsilonGreedy
Bandit_4,2.084705674975483,EpsilonGreedy
Bandit_4,4.734664238902732,EpsilonGreedy
Bandit_4,2.842634570283958,EpsilonGreedy
Bandit_4,3.9550531641824858,EpsilonGreedy
Bandit_4,5.689425901556489,EpsilonGreedy
Bandit_4,3.8781668252353176,EpsilonGreedy
Bandit_4,5.196058377058499,EpsilonGreedy
Bandit_4,3.562146606388005,EpsilonGreedy
Bandit_4,4.151803759869986,EpsilonGreedy
Bandit_4,3.370561782869384,EpsilonGreedy
Bandit_4,3.4320158319865888,EpsilonGreedy
Bandit_4,4.476624350670054,EpsilonGreedy
Bandit_4,3.702919686476589,EpsilonGreedy
Bandit_4,2.4491796154614547,EpsilonGreedy
Bandit_4,1.555750633381753,EpsilonGreedy
Bandit_4,2.2593893064367476,EpsilonGreedy
Bandit_4,4.680154227882067,EpsilonGreedy
Bandit_4,3.4087116729322893,EpsilonGreedy
Bandit_4,3.580410661621097,EpsilonGreedy
Bandit_4,4.310470912819311,EpsilonGreedy
Bandit_4,2.1645018347833265,EpsilonGreedy
Bandit_4,6.0589382591504926,EpsilonGreedy
Bandit_4,5.427694316672122,EpsilonGreedy
Bandit_4,3.2851551075467844,EpsilonGreedy
Bandit_4,3.58512276847303,EpsilonGreedy
Bandit_4,3.617341744813016,EpsilonGreedy
Bandit_4,3.502974168432945,EpsilonGreedy
Bandit_4,1.948038774326664,EpsilonGreedy
Bandit_4,3.963028970376187,EpsilonGreedy
Bandit_4,4.05038227684425,EpsilonGreedy
Bandit_4,4.180705584366797,EpsilonGreedy
Bandit_4,5.172527221870866,EpsilonGreedy
Bandit_4,2.4183134132839537,EpsilonGreedy
Bandit_4,4.15341639005025,EpsilonGreedy
Bandit_4,2.811369908775915,EpsilonGreedy
Bandit_4,3.6040938831523888,EpsilonGreedy
Bandit_4,2.482256950639959,EpsilonGreedy
Bandit_4,5.047757920454384,EpsilonGreedy
Bandit_4,4.298268868967003,EpsilonGreedy
Bandit_4,4.070684135555736,EpsilonGreedy
Bandit_4,3.1587392861135286,EpsilonGreedy
Bandit_4,3.614150301559835,EpsilonGreedy
Bandit_4,3.306956461163594,EpsilonGreedy
Bandit_4,5.743901450775836,EpsilonGreedy
Bandit_4,5.273821477238726,EpsilonGreedy
Bandit_4,5.654076509021667,EpsilonGreedy
Bandit_4,4.543649456980765,EpsilonGreedy
Bandit_4,3.125022651970236,EpsilonGreedy
Bandit_4,4.355676050287627,EpsilonGreedy
Bandit_4,4.825460090692495,EpsilonGreedy
Bandit_4,2.9391956567303987,EpsilonGreedy
Bandit_4,3.461428786263938,EpsilonGreedy
Bandit_4,3.8941345873075783,EpsilonGreedy
Bandit_4,4.622050522643216,EpsilonGreedy
Bandit_4,4.399044770775477,EpsilonGreedy
Bandit_4,1.7651500231131037,EpsilonGreedy
Bandit_4,4.7513996464879344,EpsilonGreedy
Bandit_4,3.7594990659041274,EpsilonGreedy
Bandit_4,4.643397775842119,EpsilonGreedy
Bandit_4,2.335976053461711,EpsilonGreedy
Bandit_4,2.8943046336335625,EpsilonGreedy
Bandit_4,2.81293331821084,EpsilonGreedy
Bandit_4,3.2164545560701794,EpsilonGreedy
Bandit_4,4.629761923655108,EpsilonGreedy
Bandit_4,3.5599086480082667,EpsilonGreedy
Bandit_4,3.641046457340382,EpsilonGreedy
Bandit_4,3.3555249132945777,EpsilonGreedy
Bandit_4,3.7664064132857913,EpsilonGreedy
Bandit_4,3.238392692952685,EpsilonGreedy
Bandit_4,4.033583796022872,EpsilonGreedy
Bandit_4,3.7210369886622487,EpsilonGreedy
Bandit_4,5.139743131256043,EpsilonGreedy
Bandit_4,4.90999067836434,EpsilonGreedy
Bandit_4,4.339533124617977,EpsilonGreedy
Bandit_4,4.308676690158903,EpsilonGreedy
Bandit_4,3.5520553880790455,EpsilonGreedy
Bandit_4,4.870395562032634,EpsilonGreedy
Bandit_4,4.690724402421033,EpsilonGreedy
Bandit_4,4.1563582243202335,EpsilonGreedy
Bandit_4,4.067420934012828,EpsilonGreedy
Bandit_4,3.995299060140512,EpsilonGreedy
Bandit_4,4.693916393333504,EpsilonGreedy
Bandit_4,4.726833695113963,EpsilonGreedy
Bandit_4,3.1131309337088076,EpsilonGreedy
Bandit_4,4.527222343355291,EpsilonGreedy
Bandit_4,3.439284114333194,EpsilonGreedy
Bandit_1,2.007546303906667,EpsilonGreedy
Bandit_4,3.5602844349126017,EpsilonGreedy
Bandit_4,4.34265994635251,EpsilonGreedy
Bandit_4,3.3735484422070328,EpsilonGreedy
Bandit_4,5.259546400298799,EpsilonGreedy
Bandit_4,4.647730055657611,EpsilonGreedy
Bandit_4,5.221293340908312,EpsilonGreedy
Bandit_4,4.174391924560089,EpsilonGreedy
Bandit_4,4.093405232629128,EpsilonGreedy
Bandit_4,4.8374566591054675,EpsilonGreedy
Bandit_4,3.958840230621517,EpsilonGreedy
Bandit_4,4.240404469540625,EpsilonGreedy
Bandit_4,4.024347356928238,EpsilonGreedy
Bandit_4,3.7180205456969295,EpsilonGreedy
Bandit_4,4.300695339192797,EpsilonGreedy
Bandit_4,3.694662105318008,EpsilonGreedy
Bandit_4,4.284654141614881,EpsilonGreedy
Bandit_4,2.893609551766705,EpsilonGreedy
Bandit_4,5.533624278243445,EpsilonGreedy
Bandit_4,4.585264531818003,EpsilonGreedy
Bandit_4,5.790208495550239,EpsilonGreedy
Bandit_4,4.612135154872739,EpsilonGreedy
Bandit_4,4.278869388767331,EpsilonGreedy
Bandit_4,3.2111927599053347,EpsilonGreedy
Bandit_4,2.6625813732084467,EpsilonGreedy
Bandit_4,3.927274040306973,EpsilonGreedy
Bandit_4,2.8173783867949416,EpsilonGreedy
Bandit_4,2.4140743903631594,EpsilonGreedy
Bandit_4,2.4751853225651472,EpsilonGreedy
Bandit_4,2.5636067785199868,EpsilonGreedy
Bandit_4,3.2950334725004775,EpsilonGreedy
Bandit_4,1.686588993856001,EpsilonGreedy
Bandit_4,3.906284931526666,EpsilonGreedy
Bandit_4,4.989711425409825,EpsilonGreedy
Bandit_4,4.1633609255506,EpsilonGreedy
Bandit_4,4.548423262631172,EpsilonGreedy
Bandit_4,3.3983469963528097,EpsilonGreedy
Bandit_4,5.148058136936784,EpsilonGreedy
Bandit_4,4.396718982169718,EpsilonGreedy
Bandit_4,2.9187411016282896,EpsilonGreedy
Bandit_4,3.66508507691464,EpsilonGreedy
Bandit_4,5.087081048647932,EpsilonGreedy
Bandit_4,5.535881592811402,EpsilonGreedy
Bandit_4,5.70330676129623,EpsilonGreedy
Bandit_4,3.2261188635333062,EpsilonGreedy
Bandit_4,3.724632942881462,EpsilonGreedy
Bandit_4,3.9869063027318177,EpsilonGreedy
Bandit_4,3.896110205687833,EpsilonGreedy
Bandit_4,4.93730242107968,EpsilonGreedy
Bandit_4,3.557337685982516,EpsilonGreedy
Bandit_2,-0.0108423070961909,EpsilonGreedy
Bandit_4,6.134112553933793,EpsilonGreedy
Bandit_4,4.167981686358032,EpsilonGreedy
Bandit_4,4.6539401796604905,EpsilonGreedy
Bandit_4,4.554586762375784,EpsilonGreedy
Bandit_4,3.488766786569867,EpsilonGreedy
Bandit_4,2.43757838195431,EpsilonGreedy
Bandit_4,3.852268354323451,EpsilonGreedy
Bandit_4,3.73691311693044,EpsilonGreedy
Bandit_4,4.010315657161747,EpsilonGreedy
Bandit_4,3.5849748633780663,EpsilonGreedy
Bandit_4,3.689027052090217,EpsilonGreedy
Bandit_4,4.585358785068229,EpsilonGreedy
Bandit_4,3.7317071923486154,EpsilonGreedy
Bandit_4,4.064648982976887,EpsilonGreedy
Bandit_4,3.3937899139470353,EpsilonGreedy
Bandit_4,3.751590660146216,EpsilonGreedy
Bandit_4,3.276194888796542,EpsilonGreedy
Bandit_4,4.801659376336187,EpsilonGreedy
Bandit_4,4.272185819973547,EpsilonGreedy
Bandit_4,4.287651571091674,EpsilonGreedy
Bandit_4,3.8306422027015,EpsilonGreedy
Bandit_4,3.678538313034571,EpsilonGreedy
Bandit_4,5.509458107157752,EpsilonGreedy
Bandit_4,3.9499752210351695,EpsilonGreedy
Bandit_4,4.483147425597134,EpsilonGreedy
Bandit_4,3.6667752228665633,EpsilonGreedy
Bandit_4,3.5717109142089973,EpsilonGreedy
Bandit_4,3.68192045267451,EpsilonGreedy
Bandit_4,1.867483177355553,EpsilonGreedy
Bandit_4,1.8738955582779235,EpsilonGreedy
Bandit_4,4.207077865260144,EpsilonGreedy
Bandit_4,2.6635085071812763,EpsilonGreedy
Bandit_4,3.6791352496650025,EpsilonGreedy
Bandit_4,3.814763301357128,EpsilonGreedy
Bandit_4,4.145218304518876,EpsilonGreedy
Bandit_4,4.091506957409662,EpsilonGreedy
Bandit_4,3.5075932495906996,EpsilonGreedy
Bandit_4,5.122760760052116,EpsilonGreedy
Bandit_4,3.8907777507790855,EpsilonGreedy
Bandit_4,1.4868815143466638,EpsilonGreedy
Bandit_4,2.7430130908375734,EpsilonGreedy
Bandit_4,5.7053594897134365,EpsilonGreedy
Bandit_4,4.371885083847909,EpsilonGreedy
Bandit_4,3.1191101858988945,EpsilonGreedy
Bandit_4,3.974632958705637,EpsilonGreedy
Bandit_4,5.252012615179747,EpsilonGreedy
Bandit_4,5.658338461719541,EpsilonGreedy
Bandit_4,3.4494094333175784,EpsilonGreedy
Bandit_4,3.3785419386016637,EpsilonGreedy
Bandit_4,5.189570545273103,EpsilonGreedy
Bandit_4,3.6117421502718456,EpsilonGreedy
Bandit_4,3.966815259748078,EpsilonGreedy
Bandit_4,4.710145931512517,EpsilonGreedy
Bandit_4,4.93679453147846,EpsilonGreedy
Bandit_4,5.213839186174366,EpsilonGreedy
Bandit_4,2.0622115612299945,EpsilonGreedy
Bandit_4,3.710290672694857,EpsilonGreedy
Bandit_4,3.475433848488129,EpsilonGreedy
Bandit_4,3.322312200088764,EpsilonGreedy
Bandit_4,3.5820890497936855,EpsilonGreedy
Bandit_4,4.098883495751475,EpsilonGreedy
Bandit_4,4.300159517127587,EpsilonGreedy
Bandit_4,2.4118335203764616,EpsilonGreedy
Bandit_4,5.143352892690435,EpsilonGreedy
Bandit_4,3.448130215385934,EpsilonGreedy
Bandit_4,4.805850914114699,EpsilonGreedy
Bandit_4,3.896882409947377,EpsilonGreedy
Bandit_4,4.412396358201148,EpsilonGreedy
Bandit_4,6.782370926104432,EpsilonGreedy
Bandit_4,3.655004957158875,EpsilonGreedy
Bandit_4,5.356540172264269,EpsilonGreedy
Bandit_4,3.716887476751325,EpsilonGreedy
Bandit_4,4.443417983120851,EpsilonGreedy
Bandit_4,4.025093811354089,EpsilonGreedy
Bandit_4,4.468779691822338,EpsilonGreedy
Bandit_4,2.867314507072757,EpsilonGreedy
Bandit_4,5.290326284076306,EpsilonGreedy
Bandit_4,5.652642685519933,EpsilonGreedy
Bandit_4,4.196715896921048,EpsilonGreedy
Bandit_4,3.741981710876724,EpsilonGreedy
Bandit_4,5.209021697914279,EpsilonGreedy
Bandit_4,2.0310687007859123,EpsilonGreedy
Bandit_4,3.8885688931045106,EpsilonGreedy
Bandit_4,3.641976641096048,EpsilonGreedy
Bandit_4,2.6930548198487205,EpsilonGreedy
Bandit_4,4.087481739858782,EpsilonGreedy
Bandit_4,5.106684219640889,EpsilonGreedy
Bandit_4,3.3629530640903056,EpsilonGreedy
Bandit_4,2.646170399144376,EpsilonGreedy
Bandit_4,3.6037346762984694,EpsilonGreedy
Bandit_4,4.827427742972114,EpsilonGreedy
Bandit_4,4.454453024882682,EpsilonGreedy
Bandit_4,5.593179365825318,EpsilonGreedy
Bandit_4,2.96597319418919,EpsilonGreedy
Bandit_4,2.9360990426293387,EpsilonGreedy
Bandit_4,4.235258218623985,EpsilonGreedy
Bandit_4,4.3028179396300255,EpsilonGreedy
Bandit_4,2.804744544095805,EpsilonGreedy
Bandit_4,3.727340960902888,EpsilonGreedy
Bandit_4,4.616862168230014,EpsilonGreedy
Bandit_4,2.6099764142406645,EpsilonGreedy
Bandit_4,2.159641854563268,EpsilonGreedy
Bandit_4,4.940097400202494,EpsilonGreedy
Bandit_4,4.5144176910267815,EpsilonGreedy
Bandit_4,4.078786867711477,EpsilonGreedy
Bandit_4,2.4288052453441957,EpsilonGreedy
Bandit_4,2.9023442363023846,EpsilonGreedy
Bandit_4,5.357943682357122,EpsilonGreedy
Bandit_4,4.005387764030679,EpsilonGreedy
Bandit_4,4.15826041956179,EpsilonGreedy
Bandit_4,4.854944299178982,EpsilonGreedy
Bandit_4,3.720763987720099,EpsilonGreedy
Bandit_4,3.56718390360787,EpsilonGreedy
Bandit_4,3.3082371130846178,EpsilonGreedy
Bandit_4,3.8043761980456607,EpsilonGreedy
Bandit_4,4.724796844394645,EpsilonGreedy
Bandit_4,2.1754776865944088,EpsilonGreedy
Bandit_4,3.350748724955403,EpsilonGreedy
Bandit_4,3.6593020087211463,EpsilonGreedy
Bandit_4,5.899237639107787,EpsilonGreedy
Bandit_4,3.773486528302658,EpsilonGreedy
Bandit_4,3.815669837023093,EpsilonGreedy
Bandit_4,3.8139432136302625,EpsilonGreedy
Bandit_4,2.3694305318862345,EpsilonGreedy
Bandit_4,3.199342228809522,EpsilonGreedy
Bandit_4,5.207308258455818,EpsilonGreedy
Bandit_4,4.353153401834927,EpsilonGreedy
Bandit_4,2.0545406155679844,EpsilonGreedy
Bandit_4,5.065164980748706,EpsilonGreedy
Bandit_4,3.6548979721377974,EpsilonGreedy
Bandit_4,4.104902167431247,EpsilonGreedy
Bandit_4,2.0278804938517414,EpsilonGreedy
Bandit_4,5.005989312776203,EpsilonGreedy
Bandit_4,2.671583989172973,EpsilonGreedy
Bandit_4,4.23635765044488,EpsilonGreedy
Bandit_4,4.772751209581585,EpsilonGreedy
Bandit_4,2.9496436685761696,EpsilonGreedy
Bandit_4,2.9098729207762704,EpsilonGreedy
Bandit_4,3.907894050169403,EpsilonGreedy
Bandit_4,2.3775730814496994,EpsilonGreedy
Bandit_4,2.995915741627459,EpsilonGreedy
Bandit_4,2.8858876277525543,EpsilonGreedy
Bandit_4,4.861019041256223,EpsilonGreedy
Bandit_4,4.127677377365528,EpsilonGreedy
Bandit_4,3.793626238916395,EpsilonGreedy
Bandit_4,5.721281033539763,EpsilonGreedy
Bandit_4,5.331992314089581,EpsilonGreedy
Bandit_4,2.4066582746244283,EpsilonGreedy
Bandit_4,4.516016746741154,EpsilonGreedy
Bandit_4,2.9975582571416424,EpsilonGreedy
Bandit_4,0.7118105822018266,EpsilonGreedy
Bandit_4,3.394836918084757,EpsilonGreedy
Bandit_4,4.883392409522409,EpsilonGreedy
Bandit_4,4.055087682721742,EpsilonGreedy
Bandit_4,6.030047408406926,EpsilonGreedy
Bandit_4,4.216412727479246,EpsilonGreedy
Bandit_4,5.67640172204638,EpsilonGreedy
Bandit_4,5.026426514961247,EpsilonGreedy
Bandit_4,5.529818566168574,EpsilonGreedy
Bandit_4,3.53766049888404,EpsilonGreedy
Bandit_4,3.3815127416837503,EpsilonGreedy
Bandit_4,5.1270626541961875,EpsilonGreedy
Bandit_4,4.22248578578326,EpsilonGreedy
Bandit_4,3.0757479142761475,EpsilonGreedy
Bandit_4,4.865870393002463,EpsilonGreedy
Bandit_4,5.2566550432994195,EpsilonGreedy
Bandit_4,4.344356856545066,EpsilonGreedy
Bandit_4,4.554791188020101,EpsilonGreedy
Bandit_4,4.11171135700292,EpsilonGreedy
Bandit_4,3.025307489914358,EpsilonGreedy
Bandit_4,5.533831691008451,EpsilonGreedy
Bandit_4,4.904687552176906,EpsilonGreedy
Bandit_4,4.110522601314767,EpsilonGreedy
Bandit_4,4.971713229492065,EpsilonGreedy
Bandit_4,4.84845498074909,EpsilonGreedy
Bandit_4,3.603258156114363,EpsilonGreedy
Bandit_4,3.6202800744276136,EpsilonGreedy
Bandit_4,4.108983267174316,EpsilonGreedy
Bandit_4,4.441513173994008,EpsilonGreedy
Bandit_4,2.8045337336582916,EpsilonGreedy
Bandit_4,2.936687561102328,EpsilonGreedy
Bandit_4,3.3146099295166875,EpsilonGreedy
Bandit_4,3.87219919491966,EpsilonGreedy
Bandit_4,2.9474050382972052,EpsilonGreedy
Bandit_4,6.138064839475025,EpsilonGreedy
Bandit_4,3.715987321878176,EpsilonGreedy
Bandit_4,3.645896994913466,EpsilonGreedy
Bandit_4,3.49961138483602,EpsilonGreedy
Bandit_4,5.02425239846208,EpsilonGreedy
Bandit_4,5.084888278002963,EpsilonGreedy
Bandit_4,3.070996842579834,EpsilonGreedy
Bandit_4,3.9673302121904057,EpsilonGreedy
Bandit_4,4.453649352142975,EpsilonGreedy
Bandit_4,4.151415621198261,EpsilonGreedy
Bandit_4,4.59172065136385,EpsilonGreedy
Bandit_4,6.144356321822336,EpsilonGreedy
Bandit_4,4.241592290436113,EpsilonGreedy
Bandit_4,2.4301632786951517,EpsilonGreedy
Bandit_4,5.455341178474688,EpsilonGreedy
Bandit_4,3.633496686266333,EpsilonGreedy
Bandit_4,0.7304378878093414,EpsilonGreedy
Bandit_4,5.040842379651918,EpsilonGreedy
Bandit_4,3.821640360065852,EpsilonGreedy
Bandit_4,5.960651270432098,EpsilonGreedy
Bandit_4,3.4437431828700182,EpsilonGreedy
Bandit_4,4.013025282131062,EpsilonGreedy
Bandit_4,4.94773082019837,EpsilonGreedy
Bandit_4,4.6279666685787815,EpsilonGreedy
Bandit_4,4.439198113108723,EpsilonGreedy
Bandit_4,4.507304254816274,EpsilonGreedy
Bandit_4,5.407892762196131,EpsilonGreedy
Bandit_4,6.10541094872938,EpsilonGreedy
Bandit_4,4.847027836220949,EpsilonGreedy
Bandit_4,3.977695099126167,EpsilonGreedy
Bandit_4,3.702718583626048,EpsilonGreedy
Bandit_4,4.094462802904549,EpsilonGreedy
Bandit_4,3.8809913517870114,EpsilonGreedy
Bandit_4,3.8936580842966793,EpsilonGreedy
Bandit_4,5.89019904313021,EpsilonGreedy
Bandit_4,2.748445936556158,EpsilonGreedy
Bandit_4,4.479220918328983,EpsilonGreedy
Bandit_4,3.3973281579434085,EpsilonGreedy
Bandit_4,4.975335855140321,EpsilonGreedy
Bandit_4,2.2978208457770855,EpsilonGreedy
Bandit_4,4.404689073066342,EpsilonGreedy
Bandit_4,4.616466527485755,EpsilonGreedy
Bandit_4,4.741854894591037,EpsilonGreedy
Bandit_4,2.1627882003484147,EpsilonGreedy
Bandit_4,3.6969851519953334,EpsilonGreedy
Bandit_4,4.012440145685105,EpsilonGreedy
Bandit_4,3.46798064566183,EpsilonGreedy
Bandit_4,6.0621375278577805,EpsilonGreedy
Bandit_4,2.968863033420599,EpsilonGreedy
Bandit_4,5.134093015662363,EpsilonGreedy
Bandit_4,4.502569041108231,EpsilonGreedy
Bandit_4,4.031347551621963,EpsilonGreedy
Bandit_4,3.190140935488371,EpsilonGreedy
Bandit_4,5.876747672124723,EpsilonGreedy
Bandit_4,4.170796283512611,EpsilonGreedy
Bandit_4,4.0874097093183375,EpsilonGreedy
Bandit_4,3.6046778368988983,EpsilonGreedy
Bandit_4,4.281595551834265,EpsilonGreedy
Bandit_4,2.0813701837539895,EpsilonGreedy
Bandit_4,5.097319862384894,EpsilonGreedy
Bandit_4,2.4544710638145903,EpsilonGreedy
Bandit_4,3.6495486042619913,EpsilonGreedy
Bandit_4,3.3412468505731954,EpsilonGreedy
Bandit_4,5.457574773200987,EpsilonGreedy
Bandit_4,5.665317538501148,EpsilonGreedy
Bandit_4,3.4108311761012775,EpsilonGreedy
Bandit_4,3.860271026271382,EpsilonGreedy
Bandit_4,3.630847453372104,EpsilonGreedy
Bandit_4,5.919714900965083,EpsilonGreedy
Bandit_4,4.904447169161151,EpsilonGreedy
Bandit_4,4.194748001109456,EpsilonGreedy
Bandit_4,3.905682364941424,EpsilonGreedy
Bandit_4,4.761357794793507,EpsilonGreedy
Bandit_4,3.2790128225723207,EpsilonGreedy
Bandit_4,4.6695174227110074,EpsilonGreedy
Bandit_4,4.4349971542203175,EpsilonGreedy
Bandit_4,4.7890066447882,EpsilonGreedy
Bandit_4,4.3920403297121515,EpsilonGreedy
Bandit_4,4.63677845015563,EpsilonGreedy
Bandit_4,5.184650242353886,EpsilonGreedy
Bandit_4,6.126518062221562,EpsilonGreedy
Bandit_4,4.330022533424318,EpsilonGreedy
Bandit_4,3.397023938769081,EpsilonGreedy
Bandit_4,3.435024696192985,EpsilonGreedy
Bandit_4,4.551307295860852,EpsilonGreedy
Bandit_4,2.905172256055164,EpsilonGreedy
Bandit_4,4.616643506943193,EpsilonGreedy
Bandit_4,4.871216077633735,EpsilonGreedy
Bandit_4,3.161546865189951,EpsilonGreedy
Bandit_4,4.952012986247244,EpsilonGreedy
Bandit_4,3.633886798571384,EpsilonGreedy
Bandit_4,4.389255674663577,EpsilonGreedy
Bandit_4,3.1935375921823157,EpsilonGreedy
Bandit_4,4.847461692478055,EpsilonGreedy
Bandit_4,3.0605180322106222,EpsilonGreedy
Bandit_4,3.814691967895124,EpsilonGreedy
Bandit_4,4.3894495303361385,EpsilonGreedy
Bandit_4,2.3841575285562877,EpsilonGreedy
Bandit_4,2.5574927339172153,EpsilonGreedy
Bandit_4,2.498548553020555,EpsilonGreedy
Bandit_4,4.091230492845335,EpsilonGreedy
Bandit_4,3.660649500053746,EpsilonGreedy
Bandit_4,1.7961765289943994,EpsilonGreedy
Bandit_4,3.6280443956191064,EpsilonGreedy
Bandit_4,1.942645103555671,EpsilonGreedy
Bandit_4,3.122529767073508,EpsilonGreedy
Bandit_4,3.4801684241029163,EpsilonGreedy
Bandit_4,3.1406405651450777,EpsilonGreedy
Bandit_4,3.2228753003996427,EpsilonGreedy
Bandit_4,3.5583441666132836,EpsilonGreedy
Bandit_4,4.517505815270003,EpsilonGreedy
Bandit_4,5.322382001862714,EpsilonGreedy
Bandit_4,3.555290640659058,EpsilonGreedy
Bandit_4,4.837726729725579,EpsilonGreedy
Bandit_4,2.5617379708470622,EpsilonGreedy
Bandit_4,4.189944131174716,EpsilonGreedy
Bandit_4,5.076598064016374,EpsilonGreedy
Bandit_4,3.5780931389183186,EpsilonGreedy
Bandit_4,3.070920492000317,EpsilonGreedy
Bandit_4,4.0718955089773825,EpsilonGreedy
Bandit_4,4.32996945767429,EpsilonGreedy
Bandit_4,2.9949558088773145,EpsilonGreedy
Bandit_4,4.6570496733247095,EpsilonGreedy
Bandit_4,4.746760527341943,EpsilonGreedy
Bandit_4,6.512989173844824,EpsilonGreedy
Bandit_4,5.774258651988582,EpsilonGreedy
Bandit_4,4.172570250757575,EpsilonGreedy
Bandit_4,5.447523899627167,EpsilonGreedy
Bandit_4,2.174947325125916,EpsilonGreedy
Bandit_4,4.910600942576164,EpsilonGreedy
Bandit_4,4.12926599904613,EpsilonGreedy
Bandit_4,4.4415469476748175,EpsilonGreedy
Bandit_4,3.4565719135758015,EpsilonGreedy
Bandit_4,4.866385053064722,EpsilonGreedy
Bandit_4,4.2302778633300235,EpsilonGreedy
Bandit_4,3.4736143542250155,EpsilonGreedy
Bandit_4,5.787991118537104,EpsilonGreedy
